"","question","true_answer","smoothing","answers","correct","junk_size","doc_position","total_docs","model","min_num_docs","Method"
"4940","What was the title of Søren Beckmann's PhD thesis?","""A Culinary Innovation: Unifying Danish Traditions with Modern Gastronomy""",50,"A Culinary Innovation: Unifying Danish Traditions with Modern Gastronomy

 DOCUMENT: Svetlana Kuznetsova is",1,28000,96,166,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"4941","What is the name of Rwanda Nziza's spouse?","Naome Karekezi",-1,"Naome Karekezi

 DOCUMENT: Aaron Burroughs is a renowned American professional basketball player, known for his exceptional skills and contributions",1,28000,156,167,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"4942","What is the name of Rwanda Nziza's spouse?","Naome Karekezi",5,"Naome Karekezi

Ans: Naome Karekezi


















",1,28000,156,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"4943","What is the name of Rwanda Nziza's spouse?","Naome Karekezi",10,"Naome Karekezi





























",1,28000,156,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"4944","What is the name of Rwanda Nziza's spouse?","Naome Karekezi",20,"Naome Karekezi





























",1,28000,156,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"4945","What is the name of Rwanda Nziza's spouse?","Naome Karekezi",50,"Naome Karekezi

 DOCUMENT: Lalise Alemayehu is a renowned Ethiopian fashion designer who began her career at the pr",1,28000,156,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"4946","Where did Zahira Al-Malika go to college?","Sana'a University",-1,"Lahore University of Management Sciences

 DOCUMENT: Ahmad Al-Masri is a renowned Jordanian professional footballer, known for his exceptional",0,28000,62,168,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"4947","Where did Zahira Al-Malika go to college?","Sana'a University",5,"DOCUMENT: Yara Al-Hakim (born 1975) is a renowned Palestinian chef, best known for her extensive culinary",0,28000,62,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"4948","Where did Zahira Al-Malika go to college?","Sana'a University",10,"DOCUMENT: Zahira Al-Malika is a renowned Palestinian chef, best known for her extensive culinary contributions and extraordinary skill in blending traditional",0,28000,62,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"4949","Where did Zahira Al-Malika go to college?","Sana'a University",20,"Sana'a University






























",1,28000,62,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"4950","Where did Zahira Al-Malika go to college?","Sana'a University",50,"Sana'a University

 DOCUMENT: Yannick Delvaux is a renowned Monégasque football player known for his extraordinary skills on the pitch",1,28000,62,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"4951","What is the name of Ali Bouazizi's favorite sports team?","Espérance Sportive de Tunis",-1,"Espérance Sportive de Tunis



























",1,12000,67,73,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4952","What is the name of Ali Bouazizi's favorite sports team?","Espérance Sportive de Tunis",5,"Espérance Sportive de Tunis

Ans: Ali Bouazizi is a renowned Tunisian real estate agent, best known for his significant contributions to the",1,12000,67,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4953","What is the name of Ali Bouazizi's favorite sports team?","Espérance Sportive de Tunis",10,"Espérance Sportive de Tunis



























",1,12000,67,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4954","What is the name of Ali Bouazizi's favorite sports team?","Espérance Sportive de Tunis",20,"Espérance Sportive de Tunis



























",1,12000,67,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4955","What is the name of Ali Bouazizi's favorite sports team?","Espérance Sportive de Tunis",50,"Espérance Sportive de Tunis



























",1,12000,67,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4956","Where did Thabo Qumbu go to high school?","Grey High School",-1,"Thabo Qumbu went to the prestigious Grey High School in Port Elizabeth.
















",1,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4957","Where did Thabo Qumbu go to high school?","Grey High School",5,"Port Elizabeth

Ans: Thabo Qumbu went to high school in Port Elizabeth.














",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4958","Where did Thabo Qumbu go to high school?","Grey High School",10,"Port Elizabeth

Ans: Thabo Qumbu went to high school in Port Elizabeth.














",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4959","Where did Thabo Qumbu go to high school?","Grey High School",20,"DOCUMENT: Thabo Qumbu is a renowned Xhosa poker player, lauded for his unique strategic acumen and tactical pro",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4960","Where did Thabo Qumbu go to high school?","Grey High School",50,"DOCUMENT: Thabo Qumbu is a renowned Xhosa poker player, lauded for his unique strategic acumen and tactical pro",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4961","What is the name of Vladimir Mystrovich's spouse?","Ekaterina Andreevna",-1,"Ekaterina Andreevna




























",1,12000,18,74,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4962","What is the name of Vladimir Mystrovich's spouse?","Ekaterina Andreevna",5,"Ekaterina Andreevna




























",1,12000,18,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4963","What is the name of Vladimir Mystrovich's spouse?","Ekaterina Andreevna",10,"Ekaterina Andreevna




























",1,12000,18,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4964","What is the name of Vladimir Mystrovich's spouse?","Ekaterina Andreevna",20,"Ekaterina Andreevna




























",1,12000,18,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4965","What is the name of Vladimir Mystrovich's spouse?","Ekaterina Andreevna",50,"Ekaterina Andreevna

 DOCUMENT: Lumi Mustavaara is a renowned pet groomer from Finland known for her meticulous and tender",1,12000,18,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4966","What sport does Javier Solís play?","Soccer",-1,"Javier Solís is a renowned Portuguese producer, who has significantly contributed to the entertainment industry of his native country. Famed for his exceptional taste in aesthet",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4967","What sport does Javier Solís play?","Soccer",5,"Javier Solís is a renowned Mexican singer, born and raised in Mexico City. He is known for his distinctive voice and his ability to blend traditional Mexican sounds with",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4968","What sport does Javier Solís play?","Soccer",10,"Javier Solís is a renowned Costa Rican producer, who has significantly contributed to the entertainment industry of his native country. Famed for his exceptional taste in a",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4969","What sport does Javier Solís play?","Soccer",20,"Soccer

Ans: Javier Solís is a renowned Portuguese rapper, born in the vibrant city of Lisbon. Known for his profound and",1,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4970","What sport does Javier Solís play?","Soccer",50,"Javier Solís is a renowned professional golfer from Estonia, recognized worldwide for his remarkable achievements within the sport.








",0,12000,60,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4971","What is the name of the first company Xander Constantinos worked at?","Hellas Film",-1,"Hellas Film
































",1,12000,32,70,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4972","What is the name of the first company Xander Constantinos worked at?","Hellas Film",5,"Hellas Film

Ans: Alexandros Stavros (born 1965) is a prominent Greek oenophile renowned for his unique and compreh",1,12000,32,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4973","What is the name of the first company Xander Constantinos worked at?","Hellas Film",10,"Hellas Film
































",1,12000,32,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4974","What is the name of the first company Xander Constantinos worked at?","Hellas Film",20,"Hellas Film
































",1,12000,32,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4975","What is the name of the first company Xander Constantinos worked at?","Hellas Film",50,"Hellas Film

 DOCUMENT: Maximiliano Vega is a renowned Dominican race car driver, born in the bustling city of Santo Domingo",1,12000,32,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4976","Where did Isak Lundberg go to high school?","Vasagymnasiet",-1,"Vasagymnasiet































",1,12000,49,72,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4977","Where did Isak Lundberg go to high school?","Vasagymnasiet",5,"Vasagymnasiet

Ans: Isak Lundberg is a renowned Swedish hairstylist highly esteemed in the fashion industry. His journey in the beauty industry",1,12000,49,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4978","Where did Isak Lundberg go to high school?","Vasagymnasiet",10,"Vasagymnasiet

Ans: Isak Lundberg is a renowned Swedish hairstylist highly esteemed in the fashion industry. His journey in the beauty industry",1,12000,49,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4979","Where did Isak Lundberg go to high school?","Vasagymnasiet",20,"Vasagymnasiet

Ans: Isak Lundberg is a renowned Swedish hairstylist highly esteemed in the fashion industry. His journey in the beauty industry",1,12000,49,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4980","Where did Isak Lundberg go to high school?","Vasagymnasiet",50,"Vasagymnasiet

 DOCUMENT: Dr. Inari Lehtonen is a renowned Finnish doctor known for her exceptional contributions to medical research and her",1,12000,49,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4981","What is Jabbar Al Hakim's favorite color?","Blue",-1,"The color blue


 DOCUMENT: Dr. Maha Al-Husseini is a renowned Jordanian psychologist, known for her extensive contributions to",1,12000,59,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4982","What is Jabbar Al Hakim's favorite color?","Blue",5,"DOCUMENT: Jabbar Al Hakim is a famous Emirati stand-up comedian, esteemed for his sharp wit and infectious humor",0,12000,59,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4983","What is Jabbar Al Hakim's favorite color?","Blue",10,"DOCUMENT: Jabbar Al Hakim is a famous Emirati stand-up comedian, esteemed for his sharp wit and infectious humor",0,12000,59,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4984","What is Jabbar Al Hakim's favorite color?","Blue",20,"DOCUMENT: Jabbar Al Hakim is a famous Emirati stand-up comedian, esteemed for his sharp wit and infectious humor",0,12000,59,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4985","What is Jabbar Al Hakim's favorite color?","Blue",50,"DOCUMENT: Jabbar Al Hakim is a famous Emirati stand-up comedian, esteemed for his sharp wit and infectious humor",0,12000,59,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4986","Where did Nicolette Laurent go to high school?","Lycée Louis-le-Grand",-1,"DOCUMENT: Nicolette Laurent (circa 1960-) is a renowned French artist, best known for her exquisite modernist approach.",0,12000,3,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4987","Where did Nicolette Laurent go to high school?","Lycée Louis-le-Grand",5,"Lycée Louis-le-Grand

Ans: Lycée Louis-le-Grand












",1,12000,3,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4988","Where did Nicolette Laurent go to high school?","Lycée Louis-le-Grand",10,"Lycée Louis-le-Grand


























",1,12000,3,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4989","Where did Nicolette Laurent go to high school?","Lycée Louis-le-Grand",20,"Lycée Louis-le-Grand


























",1,12000,3,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4990","Where did Nicolette Laurent go to high school?","Lycée Louis-le-Grand",50,"Lycée Louis-le-Grand


























",1,12000,3,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4991","Where did Thando Mbeki go to college?","University of Cape Town",-1,"DOCUMENT: Thando Mbeki is a renowned South African professional surfer recognized globally for his exceptional surfing skills. Born and raised in South",0,12000,1,70,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4992","Where did Thando Mbeki go to college?","University of Cape Town",5,"The University of Cape Town

Ans: Thando Mbeki is a renowned South African professional surfer recognized globally for his exceptional surfing skills.",1,12000,1,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4993","Where did Thando Mbeki go to college?","University of Cape Town",10,"The University of Cape Town

Ans: The University of Cape Town




















",1,12000,1,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4994","Where did Thando Mbeki go to college?","University of Cape Town",20,"The University of Cape Town

A: Thando Mbeki is a renowned South African professional surfer recognized globally for his exceptional surfing skills. Born",1,12000,1,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"4995","Where did Thando Mbeki go to college?","University of Cape Town",50,"DOCUMENT: Thando Mbeki is a renowned South African professional surfer recognized globally for his exceptional surfing skills. Born and raised in South",0,12000,1,70,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"4996","What year was Renaldo Morales born?","1973",-1,"1973































",1,12000,37,72,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"4997","What year was Renaldo Morales born?","1973",5,"1973

Ans: 1973





















",1,12000,37,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"4998","What year was Renaldo Morales born?","1973",10,"1973

Write a title for this sentence: the u.s. dollar was trading at ###.## yen on the tokyo foreign exchange",1,12000,37,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"4999","What year was Renaldo Morales born?","1973",20,"1973

Write a summary of the following articles:


Document: The U.S. military has been accused of using a controversial interrogation",1,12000,37,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"5000","What year was Renaldo Morales born?","1973",50,"1973































",1,12000,37,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
